2.593499946594238281e+01 2.366788482666015625e+01 2.203154945373535156e+01 2.149420547485351562e+01 2.121454620361328125e+01 2.103513336181640625e+01 4.050959944725036621e-01
2.615839958190917969e+01 2.527191543579101562e+01 2.452251625061035156e+01 2.388547325134277344e+01 2.361300659179687500e+01 2.351636695861816406e+01 7.204520106315612793e-01
2.643280029296875000e+01 2.435615348815917969e+01 2.285407257080078125e+01 2.242135620117187500e+01 2.218004989624023438e+01 2.212108612060546875e+01 3.649109899997711182e-01
2.762400054931640625e+01 2.608653259277343750e+01 2.370676231384277344e+01 2.249744796752929688e+01 2.183088684082031250e+01 2.170834732055664062e+01 8.671249747276306152e-01
2.749869918823242188e+01 2.604228591918945312e+01 2.589326286315917969e+01 2.454539680480957031e+01 2.382389831542968750e+01 2.399681854248046875e+01 1.124289989471435547e+00
2.558270072937011719e+01 2.524537277221679688e+01 2.489816284179687500e+01 2.397101211547851562e+01 2.385735130310058594e+01 2.293997573852539062e+01 8.711889982223510742e-01
2.483620071411132812e+01 2.441475105285644531e+01 2.363855743408203125e+01 2.282901763916015625e+01 2.253772926330566406e+01 2.252057075500488281e+01 9.172869920730590820e-01
2.854190063476562500e+01 2.704820251464843750e+01 2.559080314636230469e+01 2.418375205993652344e+01 2.332128143310546875e+01 2.251846122741699219e+01 9.292569756507873535e-01
2.557460021972656250e+01 2.564085960388183594e+01 2.545360565185546875e+01 2.503501319885253906e+01 2.556534576416015625e+01 2.516469573974609375e+01 7.089729905128479004e-01
2.564150047302246094e+01 2.470846366882324219e+01 2.395822906494140625e+01 2.394768524169921875e+01 2.365774154663085938e+01 2.370794677734375000e+01 4.423300027847290039e-01
2.703100013732910156e+01 2.616553688049316406e+01 2.463785171508789062e+01 2.414071464538574219e+01 2.370859718322753906e+01 2.287459754943847656e+01 5.992450118064880371e-01
2.408189964294433594e+01 2.319301223754882812e+01 2.203903007507324219e+01 2.167419242858886719e+01 2.138974380493164062e+01 2.123029518127441406e+01 5.114240050315856934e-01
2.828529930114746094e+01 2.719180870056152344e+01 2.511520385742187500e+01 2.383562088012695312e+01 2.293164253234863281e+01 2.293760681152343750e+01 1.029629945755004883e+00
2.717009925842285156e+01 2.660941886901855469e+01 2.486043739318847656e+01 2.469746780395507812e+01 2.458138656616210938e+01 2.426870918273925781e+01 3.808810114860534668e-01
2.679529953002929688e+01 2.567475128173828125e+01 2.492954063415527344e+01 2.390416717529296875e+01 2.385315513610839844e+01 9.900000000000000000e+01 6.792460083961486816e-01
2.568440055847167969e+01 2.519624137878417969e+01 2.524115562438964844e+01 2.503362846374511719e+01 2.590476417541503906e+01 2.664163780212402344e+01 2.540409862995147705e-01
2.592099952697753906e+01 2.492461395263671875e+01 2.434201812744140625e+01 2.394899940490722656e+01 2.468567466735839844e+01 2.451692581176757812e+01 2.284770011901855469e-01
2.686510086059570312e+01 2.654080963134765625e+01 2.531153488159179688e+01 2.455279541015625000e+01 2.363197326660156250e+01 2.357222938537597656e+01 1.298410058021545410e+00
2.528380012512207031e+01 2.453171730041503906e+01 2.410746765136718750e+01 2.399654960632324219e+01 2.390970993041992188e+01 2.361749839782714844e+01 1.804189980030059814e-01
2.717029953002929688e+01 2.801029968261718750e+01 2.568532180786132812e+01 2.567297172546386719e+01 2.404329109191894531e+01 2.544058609008789062e+01 1.166309952735900879e+00
2.699049949645996094e+01 2.583304786682128906e+01 2.466220092773437500e+01 2.397688484191894531e+01 2.387350273132324219e+01 2.470032501220703125e+01 6.588540077209472656e-01
2.614030075073242188e+01 2.544913101196289062e+01 2.581692695617675781e+01 2.491186904907226562e+01 2.447526168823242188e+01 2.324339866638183594e+01 1.484410047531127930e+00
2.547340011596679688e+01 2.528941154479980469e+01 2.486224174499511719e+01 2.459651184082031250e+01 2.408188247680664062e+01 2.377594375610351562e+01 8.275830149650573730e-01
2.565259933471679688e+01 2.537748336791992188e+01 2.492374610900878906e+01 2.431040191650390625e+01 2.406777381896972656e+01 9.900000000000000000e+01 7.873920202255249023e-01
