-1.925572872161865234e+00 -1.079849720001220703e+00 -1.532720565795898438e+00 -1.769544720649719238e+00 -7.066199183464050293e-01
2.557748742401599884e-02 -1.430083513259887695e+00 -1.809885978698730469e+00 -2.277168512344360352e+00 -3.265742063522338867e-01
-2.029627084732055664e+00 -2.060722351074218750e+00 -1.106896042823791504e+00 -8.272183537483215332e-01 9.218814373016357422e-01
-3.446241378784179688e+00 -3.742673158645629883e+00 -3.739279508590698242e+00 -3.800325393676757812e+00 -2.149038791656494141e+00
-4.877999305725097656e+00 -5.842706680297851562e+00 -5.380671977996826172e+00 -5.397720813751220703e+00 -3.925604820251464844e+00
-2.392236471176147461e+00 -3.085026741027832031e+00 -2.957725524902343750e+00 -2.874795675277709961e+00 -9.838001728057861328e-01
-1.211397171020507812e+00 -2.126516103744506836e+00 -2.294041156768798828e+00 -1.176121234893798828e+00 -6.158474087715148926e-01
-2.737794637680053711e+00 -3.214403867721557617e+00 -3.405874490737915039e+00 -2.968225479125976562e+00 -2.180145263671875000e+00
-2.561456918716430664e+00 -2.399712800979614258e+00 -2.160364627838134766e+00 -2.197551250457763672e+00 -7.408533990383148193e-02
-1.891022324562072754e+00 -1.493490457534790039e+00 -1.780109643936157227e+00 -9.235465526580810547e-01 -6.961058378219604492e-01
-4.197246074676513672e+00 -4.396674156188964844e+00 -4.627475738525390625e+00 -4.366701602935791016e+00 -2.655296564102172852e+00
-1.583398818969726562e+00 -1.620873689651489258e+00 -1.134561300277709961e+00 5.699914321303367615e-02 1.022850751876831055e+00
-1.767652869224548340e+00 -2.723555088043212891e+00 -3.162704706192016602e+00 -3.229149341583251953e+00 -1.990506887435913086e+00
-2.443610191345214844e+00 -2.306780815124511719e+00 -2.154738187789916992e+00 -1.105237960815429688e+00 -9.752101302146911621e-01
-3.513348698616027832e-01 -1.204557538032531738e+00 -2.293332338333129883e+00 -1.728519797325134277e+00 -1.089660525321960449e+00
9.600331783294677734e-01 -1.849761724472045898e+00 -1.887845277786254883e+00 -1.819345474243164062e+00 -6.332029104232788086e-01
-1.767115950584411621e+00 -1.566604256629943848e+00 -3.029935956001281738e-01 7.357995510101318359e-01 3.386440515518188477e+00
-2.564033746719360352e+00 -2.101703643798828125e+00 -2.314658164978027344e+00 -1.645735502243041992e+00 -6.826655268669128418e-01
-1.263854503631591797e+00 -1.775121092796325684e+00 -1.054028987884521484e+00 -1.052902221679687500e+00 -4.983866810798645020e-01
-7.948385477066040039e-01 -1.009887695312500000e+00 -1.541605830192565918e+00 -1.072148084640502930e+00 -6.905450224876403809e-01
-1.826881170272827148e+00 -1.441036224365234375e+00 -1.211845874786376953e+00 -1.406012773513793945e+00 4.881043732166290283e-01
-2.369195461273193359e+00 -2.682908058166503906e+00 -2.166856288909912109e+00 -3.039138078689575195e+00 -1.553053021430969238e+00
-3.507416248321533203e+00 -4.716003894805908203e+00 -5.145774364471435547e+00 -4.477735996246337891e+00 -3.440989494323730469e+00
-3.108894348144531250e+00 -3.482745409011840820e+00 -2.898132085800170898e+00 -2.772065162658691406e+00 -1.561099767684936523e+00
