3.356378152966499329e-02 3.356378152966499329e-02 1.752846874296665192e-02 1.681050844490528107e-02 1.141442824155092239e-02 6.136818975210189819e-02 3.779678940773010254e-01
1.309508532285690308e-01 1.309508532285690308e-01 8.577671647071838379e-02 1.556806862354278564e-01 1.447975635528564453e-01 7.772501707077026367e-01 6.570334434509277344e-01
6.064319238066673279e-02 6.064319238066673279e-02 3.964042663574218750e-02 3.790355846285820007e-02 2.523025311529636383e-02 1.605335772037506104e-01 3.654275238513946533e-01
2.961695492267608643e-01 2.961695492267608643e-01 5.252663791179656982e-02 3.556545078754425049e-02 3.296371176838874817e-02 1.270917356014251709e-01 8.936794400215148926e-01
2.058133184909820557e-01 2.058133184909820557e-01 4.527027010917663574e-01 2.310822904109954834e-01 1.248368620872497559e-01 1.135134816169738770e+00 1.108753442764282227e+00
1.067528352141380310e-01 1.067528352141380310e-01 1.455902159214019775e-01 1.129882857203483582e-01 1.544544100761413574e-01 4.309509694576263428e-01 8.596770167350769043e-01
7.609780132770538330e-02 7.609780132770538330e-02 4.110260307788848877e-02 4.014266282320022583e-02 8.686380833387374878e-02 1.978984624147415161e-01 9.289773702621459961e-01
5.470978021621704102e-01 5.470978021621704102e-01 3.233976960182189941e-01 2.985199093818664551e-01 1.325009018182754517e-01 3.559569418430328369e-01 9.729353785514831543e-01
1.808278858661651611e-01 1.808278858661651611e-01 2.774132788181304932e-01 2.735089361667633057e-01 6.391561031341552734e-01 2.523065090179443359e+00 7.791864275932312012e-01
9.232810139656066895e-02 9.232810139656066895e-02 8.261316269636154175e-02 1.568096280097961426e-01 1.756491363048553467e-01 6.917102932929992676e-01 4.579136669635772705e-01
4.178726375102996826e-01 4.178726375102996826e-01 1.160982921719551086e-01 1.604887694120407104e-01 1.645448505878448486e-01 3.164449930191040039e-01 6.045898795127868652e-01
1.691149361431598663e-02 1.691149361431598663e-02 9.009211324155330658e-03 1.388480607420206070e-02 2.373238094151020050e-02 9.751369804143905640e-02 5.014230608940124512e-01
9.751920104026794434e-01 9.751920104026794434e-01 1.282680481672286987e-01 1.636669039726257324e-01 1.142728179693222046e-01 4.221685230731964111e-01 1.047072529792785645e+00
4.503388106822967529e-01 4.503388106822967529e-01 1.604929864406585693e-01 2.203858047723770142e-01 3.329897224903106689e-01 1.286744952201843262e+00 4.032268524169921875e-01
2.335041016340255737e-01 2.335041016340255737e-01 1.852426677942276001e-01 1.378081589937210083e-01 2.456686645746231079e-01 9.900000000000000000e+01 6.564708948135375977e-01
1.107470169663429260e-01 1.107470169663429260e-01 1.782835423946380615e-01 3.829024136066436768e-01 1.151647925376892090e+00 1.161105251312255859e+01 1.939766705036163330e-01
1.432532370090484619e-01 1.432532370090484619e-01 6.713824719190597534e-02 1.226416453719139099e-01 4.431086778640747070e-01 1.569460272789001465e+00 2.572641372680664062e-01
4.494898319244384766e-01 4.494898319244384766e-01 2.176108658313751221e-01 2.069131880998611450e-01 1.357023715972900391e-01 9.352167844772338867e-01 1.281575798988342285e+00
7.189352065324783325e-02 7.189352065324783325e-02 7.048564404249191284e-02 1.313746273517608643e-01 1.706881374120712280e-01 1.105545878410339355e+00 2.285708785057067871e-01
1.917218089103698730e+00 1.917218089103698730e+00 2.754408121109008789e-01 7.374970316886901855e-01 1.936177015304565430e-01 6.381068706512451172e+00 1.187937498092651367e+00
2.358354777097702026e-01 2.358354777097702026e-01 1.615458279848098755e-01 1.137824580073356628e-01 1.709775030612945557e-01 2.660721302032470703e+00 5.960528850555419922e-01
1.750922650098800659e-01 1.750922650098800659e-01 3.137270212173461914e-01 4.811527729034423828e-01 2.695195972919464111e-01 6.494021415710449219e-01 1.461705803871154785e+00
1.242720633745193481e-01 1.242720633745193481e-01 1.715262979269027710e-01 2.302006334066390991e-01 1.877881884574890137e-01 7.393639087677001953e-01 7.790704965591430664e-01
